unique_id,text,relevance_0_true,relevance_1_true,relevance_2_true,relevance_0_pred,relevance_1_pred,relevance_2_pred,consistency_relevance_0,consistency_relevance_1,consistency_relevance_2,correct_1,tp_1,tn_1,fp_1,fn_1,correct_2,tp_2,tn_2,fp_2,fn_2,correct_3,tp_3,tn_3,fp_3,fn_3
19," And then, a firm target will eventually be set .",0,1,0,0.0,0.0,0.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
20, Japan will establish a low carbon society through various policy tools.,0,1,0,1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
21, We will strategically promote mitigation measures .,0,1,0,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,1.0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
22," We will enhance development and demonstration of renewable energy -related technologies such as offshore wind power, geothermal power and rechargeable batteries .",0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
24," Using that opportunity, we will launch a new public awareness campaign to further encourage low-carbon lifestyles.",0,1,0,1.0,0.0,0.0,0.7142857142857143,0.7142857142857143,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
25, Mr. President:  Japan reaffirms the goal to reduce emissions by 50 percent at the global level and by 80 percent in the developed world by 2050.,0,1,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0
27,"First, Japan will promote further technological innovation . ",0,1,0,1.0,0.0,0.0,0.7142857142857143,0.7142857142857143,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
28," In this context, Japan’s public and private sectors plan to invest a total of 110 billion US dollars domestically over the next five years.",0,1,0,1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
29,"Second, Japan will promote the application of Japanese low-carbon.",0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
30," In so doing , we will contribute to global emission s reductions through the use of the Joint Crediting Mechanism, or JCM .",0,1,0,1.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
31," Furthermore, Japan will strengthen its partner ships with countries and stakeholders.",0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
32," We will provide support to developing countries totaling 1.6 trillion yen, about 16 billion US dollars, during the 3-year period from 201 3 to 201 5.",0,1,0,1.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
33," We will mobiliz e official development assistance, other official flows, and private finance in the field of mitigation and adaptation.",0,1,0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0
35," Through the Olympic Games , we will demonstrate to the world a society with low carbon foot print, a society in harmony with nature and a society based on sound material cycle.",0,1,0,1.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
38,"At the outset, I would like to express Namibia’s solidarity with the people of the Philippines over human and property losses caused by typhoon Haiyan.",1,0,0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
39,The Republic of Namibia would like to express its deepest sympathy and heartfelt condolences to the People and Government of the Philippines for this irrevocable loss.,1,0,0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
40,Namibia stands side by side with the Philippine people at this difficult time2.,1,0,0,0.0,1.0,0.0,0.7142857142857143,0.7142857142857143,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
43,"Mr. President, COP19 has come and will soon pass.",1,0,0,0.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
44,"It should not only enable us to discuss global environmental challenges our world faces, but more importantly, it should pave way to key decisions that would put climate change action at the fore-front of all developmental processes and giving hope to our future generations.",0,0,1,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
46,These resources are affected by the negative impacts of climate change.,1,0,0,0.0,1.0,0.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
47,It is for this reason that Namibia and Africa have prioritized adaptation as an approach to address climate change impacts.,1,0,0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
48,The outcomes of IPCC in all its editions are loud and clear.,1,0,0,1.0,0.0,0.0,0.7142857142857143,0.8571428571428571,0.8571428571428571,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
49,Temperatures are rising at an alarming rate.,1,0,0,0.0,0.0,0.0,0.7142857142857143,0.5714285714285714,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
50,"In the case of Namibia, maximum temperatures have been showing an upward trend over the last 40 years.",1,0,0,0.0,1.0,0.0,0.8571428571428571,0.5714285714285714,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
51,"Mr. President,6.",1,0,0,1.0,0.0,0.0,0.8571428571428571,1.0,0.8571428571428571,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
52,The adverse impacts of climate change know no national boundaries. ,1,0,0,0.0,0.0,0.0,0.5714285714285714,0.8571428571428571,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
55,"In this view, we urge developed country parties to respect and adhere to the principles and provisions of the UNFCCC.",0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
56,"We also call on Annex-1 Parties to the Convention to avoid procrastination and urgently implement the commitments made so far, in line scientific findings of the IPCC.",0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
57,"Costs associated with adaptation efforts are already being incurred by developing countries, with the aim of reducing the negative impacts of climate change.",1,0,0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
58,"As a country committed to address the adverse effects of climate change, Namibia is ready to increase its mitigation efforts provided that sufficient financial and technical support is provided.",0,0,1,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
59,At COP17 we came up with the Durban Platform for Enhanced Action.,1,0,0,0.0,0.0,1.0,0.5714285714285714,1.0,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
60,This Platform should not be misinterpreted to fit the interests of some.,0,0,1,0.0,0.0,0.0,1.0,0.7142857142857143,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
61,"In Durban, we agreed to a new legally binding Instrument that would enable all Parties to take meaningful actions in line with the principles and provisions of the UNFCCC.",1,0,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
63,This new agreement should also ensure a balanced allocation of financial resources between adaptation and mitigation efforts for developing countries.,0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
65,"Namibia believes that in order to achieve a comprehensive new agreement under the Durban Platform, we need a science-based approach to disentangle and unfold conceptual and statistical aspects underpinning issues related to historical responsibility, equity and respective capability.",0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
66,"As Parties to the convention, we have established the IPCC to provide us with science based policy information.",1,0,0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
67,"This body, will bridge the scientific information gap and with utmost urgency11.",1,0,0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
69,This means that we have been negotiating for 19 years.,1,0,0,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
71,"However, the opposite seems to be manifesting.",1,0,0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
73,The question that comes to mind is: Where are we heading with this process?,1,0,0,0.0,0.0,1.0,0.8571428571428571,1.0,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
75,We need to move forward and effectively implement our UNFCCC’s decisions.,0,1,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
76,Let us put words to action.,0,1,0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
77,Climate change has no border; it affects all citizens on earth.,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
80,This is a defining moment of whether or not we can save the lives of the future generations on this Planet.,0,0,1,0.0,0.0,1.0,1.7142857142857142,1.7142857142857142,1.7142857142857142,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
81,"It is for this reason, and most importantly, that Warsaw should therefore deliver to a World Decision that saves lives.",0,0,1,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
82,Do we care about human lives? Namibia cares!,1,0,0,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
89,"Mr. President, I want to strongly reaffirm to this gathering that the President of the Republic of Sierra Leone considers the issue of Climate Change as a priority.",1,0,0,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
90,"In recent years, my President has retained the Environment Protection Agency under his Office in addition to the UNFCCC focal person at the Metrological Department under the Ministry of Transport and Aviation.",1,0,0,1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
93,The preparation of our third National Communication with support from UNEP will soon commence.,0,1,0,1.0,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
94,"Mr. President, to show the commitment of Sierra Leone with regards Climate Change, our President Dr. Ernest Bai Koroma on the 12 of August this year, launched the inclusive green growth in the Government next five years development plan â€œTHE AGENDA FOR PROSPERITY"".",1,0,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
95,This green growth Agenda is in line with low emission and climate resilient development pathways.,1,0,0,0.0,0.0,0.0,0.5714285714285714,0.5714285714285714,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
96,"In light of the above, I want to inform this gathering that the shift to renewable energy is seriously gaining prominence in Sierra Leone with the installation of over 12'000 solar street lights, the commencement of the second face of the Bumbuna Hydro Project, the implementation of the ADAX Bio-energy CDM Project which again will go a long way in reducing Sierra Leone's overall emissions.",1,0,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
97,"Mr. President, the results of the IPCCâ€™s report is clear, therefore, Sierra Leone has held the same political positionin favour of an ambitious climate agreement in line with the recommendations of the fourth report of the IPCC.",1,0,0,0.0,0.0,0.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
98,"Mr. President, Sierra Leone submits that adaptation must assume a prominent place on the climate agenda with a balance view to necessary mitigation actions, if we are to overcome poverty and achieve the Millennium Development Goals.",0,0,1,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
99,"To this end, Sierra Leone joins the LDCs and African Groups to call for concrete commitments in Warsaw towards fulfilling the promised of one hundred billion united states dollars per year by 2020 as committed by developed country Parties and underscore the need for a clear climate finance roadmap to scale up financial resources in order to avoid the funding gap from 2013 to 2015.",0,0,1,0.0,0.0,1.0,1.0,0.5714285714285714,0.5714285714285714,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
100,"In view of the above, my delegation joins the LDCs to ask for clarity in terms of financial sources and pledges to the Green Climate Fund.",1,0,0,0.0,0.0,0.0,0.8571428571428571,0.5714285714285714,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
101,"Mr. President, my delegation welcomes the further efforts of COP to ensure that parties mainstream gender-related consideration into National policies and programs, provide capacity building and greater participation of women in all climate change issues especially women in developing countries.",1,0,0,0.0,1.0,0.0,0.8571428571428571,0.8571428571428571,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
102,"In advancing women's roll in climate mitigation, the government of Sierra Leone has established the ""bare foot"" College in which women are predominantly trained to assemble and install solar panels lights for rural villages and towns across the country.",1,0,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
105,"We hereby reaffirm our association with the Least Developed Countries, the Africa Group, G77 and China, and the Coalition of Rain Forest Nations by supporting their respective positions.",1,0,0,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
106,"Mr. President, let me end my statement by joining the whole world in expressing our profound condolences to the Government and the People of Philippines for their irreparable loss.",1,0,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
107,Typhoon Haiyan has once again gravely reminded us of the looming disaster and the urgent imperative to put aside the endless rhetoric and act NOW.,0,0,1,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
109,"It is a great honour to be here representing the Government o f Timor-Leste at this igisession of the Conference of the Parties to the UNFCCC and 9"" Meeting of Parties tothe Kyoto Protocol.",1,0,0,1.0,0.0,0.0,0.5714285714285714,0.7142857142857143,0.8571428571428571,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
110,"I would also like to express my gratitude to the Government andpeople of Poland for the hospitality in hosting this important International Conference,and sincere thanks to the Executive Secretary of UNFCCC for her leadership inconvening this high level event.",1,0,0,0.0,1.0,0.0,0.5714285714285714,0.5714285714285714,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
111,"Timor-Leste would like to associate itself with the statement made by Fiji on behalf ofG77 and China, Nepal on behalf of LDC and Nauru on OASIS countries.",1,0,0,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
112,"As a country geographically situated in Asia, we are deeply touch by disaster that hadaffected the people of Philippine.",1,0,0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
113,We would like to take the opportunity to express ourdeepest condolence for those that has lost life.,1,0,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
115,Climate change has been bringing catastrophes to our world today and even more worsein a near future.,1,0,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
116,Our socio economy development and ecosystems have beenincreasingly affected by the impacts of climate change.,1,0,0,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
117,"Floods, droughts, landslides andextreme destructive wind events have been increased over the time which leads foodinsecurity, water shortage, destruction of infrastructure, human displacement as well aslosses of human lives in many vulnerable countries.",1,0,0,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
118,"In addition, Scientists havepredicted that some of small island countries will be under sea water in the next fewdecades due to sea level raise.",1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
119,"Mr. PresidentIn Timor-Leste, massive floods, droughts, landslides and destructive winds have beenincreasingly happening since last two decades.",1,0,0,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
120,"These phenomena lead decrease inagriculture production, food insecurity, water shortage and destruction of infrastructureas well as human displacement.",1,0,0,0.0,0.0,0.0,1.0,0.5714285714285714,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
121,"Timor-Leste as part of LDCs, emission level of the country, is very low as of 2,013 Gigagrams in 2010 which is very low compared to the emitting green house gas countries.",1,0,0,1.0,0.0,0.0,0.8571428571428571,0.8571428571428571,1.0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0
122," However, our vulnerability is much higher than those who are the most emitting. ",1,0,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
123,"It means that, we are victimized by other emitting counties. ",1,0,0,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
125,"We urge, all parties here in Warsaw to take decisions on mitigation efforts, including market and non market mechanisms which will facilitate the parties to reduce their respective green house gas emissions, especially the non Kyoto ProtocolAnnex I countries.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
126,"We believe that, Nationally Appropriate Mitigation Actions (NAMAs) will fully operationalized with strong supports provided by the Annex I countries under the non market mechanism one.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
128,This will enable Annex I KyotoProtocol parties to meet their emission reduction commitment target of 25-40% base on1990 level by 2020.,1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
129,"We think that by meeting this target, and implementing market andnon market mechanism, we can meet our global goal of 2 degree target.",1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
130,"We must also take decisions on finance, technology and capacity building to supportadaptation and mitigation measures.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
131,"We urge parties to take decisions on simplificationof mechanism and procedures for both CDM and accessing climate finance bydeveloping country parties with recognizing of the country ownership, direct access andtransparency principles.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
132,"It is also important to identify source of long term finance thatcould be from public finance of Annex I country parties, as well as seeking clarity of thestatus of fast start financing.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
133,"In the same way, we kindly request the Annex I countryparties to provide a sustainability of financial support for formulation and implementationof National Adaptation Plans (NAPs) as well as Nationally Appropriate Mitigation Actions(NAMAs) by developing country parties, with special attention to the principle ofsustainability, transparency, flexibility as well as country ownership and direct accessmodality.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
134,"Lastly, Mr. President,Regarding 2015 agreement, we must start our negotiation in a comprehensive mannerhere in Warsaw in order to achieve it in a timely manner.",0,0,1,0.0,1.0,0.0,1.0,1.0,1.0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
135,We should apply principlecommon but differentiated responsibility and respective capabilities*the new climateregime. ,0,0,1,0.0,1.0,0.0,1.0,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
136,"In this regard, developed country parties should take the lead, including finance,technology and capacity building for developing countries to address adaptationmeasures.",0,0,1,0.0,1.0,0.0,1.0,0.7142857142857143,0.7142857142857143,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
137,Adaptation and mitigation activities in developing countries will depend onsupport provided by the developed country parties.,1,0,0,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
138,"Apart from that, we requestdeveloped country parties to reduce their emissions by at least 45% below 1990 levelsin 2020 and 80-95% by 2050.",0,0,1,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
139,"In addition, major developing countries must also reducetheir emissions through National Appropriate Mitigation Actions (NAMAs) and other formof mitigation actions.",0,0,1,0.0,1.0,0.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
140,"Our future generation will proud of us, if we are willing to stop their furure through a consensus and right decision we made here, in Warsaw.",0,0,1,0.0,0.0,1.0,1.1428571428571428,0.7142857142857143,0.7142857142857143,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
141,"Mr President,At this very decisive moment in the history of climate negotiations we have to come tothe point where we must overcome inaction.",1,0,0,0.0,1.0,0.0,1.0,1.0,1.0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
143,"The longer we wait, the more it will cost; more victims will suffer from our inaction andthe greatest weight will fall on the most vuinerable, the poorest peoples and futuregenerations: what is at issuc here is respect for their fundamental human rights.",0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
145,"We arenot the masters of nature, but its stewards.",1,0,0,0.0,0.0,1.0,0.8571428571428571,0.8571428571428571,0.7142857142857143,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
146,"We necd to respect it, but “instead we are oftenguided by the pride of dominating, possessing, manipulating, exploiting; we do not‘preserve’ the earth, [...] we do not consider it as a frecly-given gifl to look after” (PopeFrancis, General Audience, 5 June 20/3).",1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
147,"“Respect for the environment, however, meansmore than not destroying it; it also means using it for good purposes” (Pope Francis,Address to the European Parliament, 25 November 2014).",1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
148,"The Holy See’s Delegation has repeatedly called for a clear and firm political will toagree on tangible and concrete action, and has urged the adoption of common bindingmeasures and adequate budgcts for cffective and sustainable action on mitigation andadaptation, as well as on sharing technologies and know-how.",0,0,1,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
150,The critical problem of global warming is inextricably bound to the search for authenticintegral human development.,1,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
151,We can achieve two interconnected objectives: combatingpoverty and easing the effects of climate change.,1,0,0,0.0,0.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
152,"As stewards of nature, we can learn a lotfrom the signs it is sending us.",1,0,0,0.0,0.0,0.0,0.7142857142857143,0.7142857142857143,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0
153,The worries and the concerns about our common home make usaware that we are part of one interdependent human family.,1,0,0,0.0,0.0,1.0,0.7142857142857143,0.8571428571428571,0.5714285714285714,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
154,The decisions and behaviour of one member of this family have profound consequences for all others.,1,0,0,0.0,0.0,1.0,0.8571428571428571,1.0,0.8571428571428571,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0
